ORD,DFW,LAX,ATL,DEN,SFO,IAH,PHX,LAS,SEA,BOS,LGA,JFK,MSP,EWR,DTW,MCO,CLT,BWI,PHL,SLC,MIA,SAN,MDW,DCA,FLL,DAL,HOU,TPA,BNA,STL,PDX,OAK,AUS,CLE,SMF,SJC,SNA,MCI,IAD
125,28,-15,0,6,27,-16,-20,3,4,108,30,20,95,-14,-4,-19,-18,1,-13,-20,-11,-12,-13,-15,37,47,-1,74,-17,-5,-17,-18,-18,-2,10,-20,-15,-20,19
-8,7,43,-9,-11,-19,63,-18,64,29,48,-5,5,-11,-19,69,37,0,54,-14,18,-15,79,8,-16,-16,-6,-16,19,16,-19,60,-20,-18,31,-19,-19,-8,-10,16
-15,-15,1,-10,-16,23,-10,620,66,132,67,92,26,-8,5,2344,-16,1,30,-12,45,-18,19,-8,-7,2342,-12,-16,-10,86,97,180,56,-15,10,-15,-10,20,-11,-7
1,59,9,14,-3,-9,68,83,12,-8,45,34,64,-8,-5,-9,-11,-12,21,25,127,-9,12,43,7,42,265,13,32,3,-18,18,-15,-15,104,9,-15,23,-11,21
-8,-3,-14,-18,14,-7,-8,36,-4,-19,10,-12,43,-15,7,7,-17,18,-18,-3,-9,0,5,-19,-19,-16,2,67,-20,-15,-19,-18,-19,147,-15,-12,-14,-12,-1,45
-19,2349,-2,-19,9,23,66,-2,-6,51,60,35,38,10,4,45,-7,-12,35,4,16,151,-17,-13,15,-12,217,10,-15,80,-6,15,-10,-14,32,18,-2,117,-20,76
25,-12,17,-19,-4,101,-11,-3,50,3,47,-20,1,-10,-14,99,-17,2,-15,-20,-1,0,-20,28,-8,-7,-15,-10,-18,-1,134,1,-13,-19,-7,-19,-16,72,10,96
75,-15,-19,-15,-1,2,-4,0,-5,2341,105,-13,-4,85,-13,34,115,47,-1,-9,-12,-9,18,110,138,-9,4,0,-8,607,-16,33,-5,-2,-15,6,28,-4,0,16
148,18,2,-18,27,-5,7,-13,-15,41,81,1,-6,1,49,-14,-14,-18,7,-19,-2,-16,-12,171,-18,37,-10,-16,-16,-15,-18,-15,-17,-13,30,41,-8,-20,-3,36
8,29,-9,-10,7,-8,-4,9,-20,11,250,-16,20,-17,42,-4,9,-19,1,2342,-7,26,-5,-2,92,-12,22,-15,36,-1,-17,72,-7,-3,-1,-5,1,-18,-17,26
82,-13,-12,46,27,50,58,-20,-5,-20,62,-5,2,-15,-18,32,-2,-19,5,-11,15,-8,-17,-8,-4,-16,172,-4,-16,-16,-6,-20,28,63,39,21,-5,-15,172,74
14,22,31,-18,0,11,-7,-18,36,1,2350,-2,-19,74,-18,-9,-18,-20,57,94,48,-12,50,-15,-20,12,11,-2,75,-12,-19,-15,3,-18,579,717,-20,55,-3,39
37,-16,-4,7,401,-18,-15,13,-6,-3,66,-16,-20,8,-10,17,46,-12,-20,-3,14,-15,-2,-20,52,-4,-15,-20,-20,-14,-17,92,-3,69,198,65,-17,4,4,-8
3,2,32,-18,-14,11,16,-14,8,-8,154,2344,0,80,-16,20,11,2348,65,-4,13,-15,22,16,-18,-15,285,-8,13,-18,48,-13,44,-13,-18,-13,34,-17,-12,-7
107,-10,81,-16,3,-14,-5,26,8,2,88,-2,-13,19,-14,-19,5,-7,37,-10,4,-12,-19,30,16,3,-13,55,-16,-3,54,55,-5,-8,-9,-17,-17,-18,-15,-15
78,-4,-13,15,71,3,19,14,10,-18,80,-6,2,123,-10,7,19,-15,8,-16,79,-3,13,-14,-11,-10,-13,-7,379,1,-9,8,-20,42,12,-15,-20,48,16,-10
14,-13,-14,-20,-12,-12,1,-14,-14,15,64,-14,20,69,-16,-19,1,-13,-20,-20,32,-5,8,-19,-3,63,212,-17,153,-8,-10,26,18,96,-19,2,99,-9,122,158
-17,52,55,-6,66,2349,-7,-18,-8,-3,79,136,5,47,34,-17,-20,54,-8,117,32,-16,-17,2350,-17,112,246,0,-11,35,1,-1,-20,282,-11,223,2340,33,2340,87
73,0,34,15,422,13,39,41,172,8,192,-5,43,-3,-9,5,-18,-15,-20,-17,-19,20,16,13,41,-11,130,28,8,-17,-14,-15,8,-19,74,2,-12,1,24,15
3,29,-13,-18,132,2349,-18,21,-13,2,11,-20,-20,19,-19,86,-18,7,-4,7,9,5,-18,25,7,204,-7,13,132,12,-20,17,-9,219,76,100,11,-5,125,-11
28,-19,61,-19,15,-18,-7,41,3,-5,2,37,1,21,-13,-9,-8,2345,-1,-11,32,-9,-15,144,341,36,152,-2,-4,-17,-19,44,-12,5,-11,-16,16,111,-19,-10
-13,-12,69,-10,10,2340,-7,-3,-17,29,2,-13,-17,-16,-17,49,2349,-8,-10,-1,7,106,459,-18,-12,28,208,-8,-15,-15,-19,84,11,60,21,-11,2,-18,-18,130
-17,14,-15,-20,14,0,38,-1,-17,-20,-1,2352,-13,294,-11,198,-20,40,-6,-4,-9,-13,113,-17,0,19,-19,-17,35,113,30,9,-9,7,-1,-12,-15,28,-7,11
-11,21,-15,-20,17,-16,241,0,42,-2,32,18,40,0,-16,-6,-19,-20,-18,-16,38,-1,148,7,-12,41,21,228,-17,-15,3,-13,-12,-1,-10,81,-20,-14,15,13
-18,-16,28,-20,31,-8,39,-14,-14,20,65,7,-14,8,-7,-5,-13,-12,-10,-20,20,-9,35,2340,-10,-18,-16,-7,51,-10,30,-18,45,10,203,-20,65,-12,29,-10
-13,6,12,32,-13,357,171,1,-9,39,60,44,23,-17,5,-19,-14,110,2340,2345,-4,172,-16,90,-15,63,23,-15,-5,-11,25,101,-17,-20,42,-15,-19,-19,-17,-8
-16,5,-2,-16,-17,3,-7,-15,27,-7,-11,-16,-14,73,-1,2340,6,6,95,3,-14,-20,109,101,-4,47,60,1,16,47,-10,-1,-6,12,14,-12,15,-18,0,-7
136,-13,-2,-12,-20,8,-19,5,31,-18,77,-16,2342,-17,-1,-16,-12,0,-16,1,-18,-12,-18,-19,-8,-14,1,-8,-18,24,-12,-12,-16,-3,50,-18,10,1,1,-3
-2,49,-17,-10,-9,69,75,-13,-18,-12,97,11,-6,9,-12,-15,4,-7,54,-8,-15,-16,79,127,1,-17,69,-20,1,102,-8,-16,61,95,117,-13,-14,19,70,77
50,44,6,-10,-5,55,-18,-16,27,11,37,26,15,-4,-11,-15,-16,-19,33,-3,8,25,28,-17,26,16,60,-18,8,-16,-19,219,-8,-12,10,-3,-18,-4,-13,12
17,-11,-18,-14,-8,33,-17,-4,137,45,-10,137,-19,-7,160,-20,29,-16,-8,5,9,8,85,-19,-2,7,-19,-7,-12,153,110,20,-11,-14,-19,25,-7,-16,45,4
73,46,-16,-19,25,-20,9,-15,2,1,-13,62,-18,-9,-9,34,-12,-1,-13,-16,-4,-19,23,41,-7,-18,23,12,-1,46,51,44,-10,-18,23,68,17,29,-20,-18
-16,-20,-10,-18,-3,-20,39,-7,-16,65,-20,-17,-15,7,-15,-19,-11,-19,3,-7,455,0,31,-8,-2,-17,44,3,-14,35,-9,47,38,-17,-16,15,-18,28,-8,6
94,-3,-15,-11,143,-16,69,12,4,-10,-14,1,-12,-15,-17,17,-17,6,15,-14,-12,-16,-9,77,-7,-16,-18,11,-14,-19,-11,55,22,28,16,-16,-5,-20,-9,2346
-4,5,-10,-15,-8,5,-15,-17,12,24,-5,0,2342,-10,71,-19,38,2344,-18,-13,-20,-17,14,0,-19,-16,-12,-8,121,-18,55,84,-1,-11,14,114,2,-20,127,116
-18,5,25,27,34,67,18,-18,-1,6,-16,26,-16,7,-19,108,-15,1,-20,-11,-20,-17,26,-16,-7,33,5,27,104,-10,-18,-18,-6,8,-13,-13,218,-15,0,475
-20,49,-20,-13,16,28,63,-18,15,10,-4,11,-4,-20,-10,206,55,-14,26,-16,45,-14,34,56,16,-7,11,-18,-10,90,-6,54,-15,18,-14,-10,-14,-19,10,13
10,0,18,-10,-17,129,15,5,30,8,1,-13,-12,7,-17,90,18,-12,-8,18,343,5,31,53,-4,-15,-4,-13,38,-16,-18,-7,12,2,8,454,9,-12,53,-20
-15,29,-6,-4,64,-18,58,-19,-10,21,3,-13,2342,-12,67,68,-19,-19,60,-19,-6,-15,-17,-13,-20,-15,-6,-15,8,-20,40,67,-3,-20,-18,-16,-16,22,-8,9
132,-9,41,34,-8,117,53,-20,23,-15,66,-12,37,-16,-16,15,47,-20,-6,-20,-10,-17,20,-1,-14,44,-18,7,6,27,44,-15,73,-11,51,-14,-3,-18,-6,2
-12,-19,-19,77,7,-7,-11,54,-12,24,5,10,-1,20,-14,17,88,-12,45,26,-14,25,-17,-19,-17,59,-4,-5,-15,-13,118,0,-11,-14,-8,63,2,-14,4,182
-14,41,-14,24,9,155,2342,1,21,12,-20,15,2,4,-4,1,-2,-16,-8,-18,-13,-16,9,-20,-20,-18,21,-12,190,-3,2,-8,-14,-13,-9,-16,-18,88,-12,0
-17,105,-20,-11,-9,-8,-12,-17,-3,49,-16,17,5,59,-16,-16,-16,-19,18,-18,49,-9,0,22,-14,-20,30,-14,-1,115,259,8,-17,118,151,29,84,45,-18,55
-18,-16,-10,14,-1,284,-12,24,-13,-9,-16,-7,-14,-20,-3,9,99,-18,15,-17,10,-6,-8,-8,-16,7,1,49,-1,-20,202,-11,-17,34,133,-3,-10,-5,-17,12
-16,15,243,19,35,203,-15,-20,-14,2,-3,18,55,24,30,-10,73,2,-8,1,11,6,-9,-18,30,-19,5,-12,175,76,2341,-10,-11,-15,24,-14,5,11,-15,-16
54,-20,-12,-16,1,-20,56,163,9,25,-17,-1,-2,-15,-12,-14,-12,11,-1,-20,-13,-5,1,96,-7,-19,-19,-14,-19,3,-13,-9,-14,-18,-14,-19,131,9,-7,16
-7,34,24,9,44,36,-16,-6,-5,565,-12,17,18,-17,22,115,-11,-20,-17,-11,-18,4,158,-20,-15,39,72,-8,6,53,16,0,0,-11,-15,40,-5,170,-15,-12
-13,-14,-18,2341,-17,-18,162,-9,-15,20,-16,105,-14,-12,-12,2354,-14,41,10,24,158,2347,-17,-8,-17,-5,-5,5,15,101,2,-10,-12,5,-13,-10,-17,-5,176,151
6,-12,33,-20,-10,61,2347,10,12,0,-7,164,-18,-18,-19,-4,-18,4,155,2,78,156,-6,-11,-8,33,-18,-17,-15,-19,0,70,135,6,-17,-20,-3,21,-10,-18
-15,47,-17,2340,-18,95,1,-16,37,16,78,-4,-16,-10,-19,2,-20,-4,-3,-4,-1,7,30,0,-7,-4,7,-11,58,54,103,-19,8,-14,51,-6,65,-1,-17,189
-9,36,20,-17,-9,85,-6,-17,-17,-6,-12,2,-16,-13,-3,58,-20,-20,-11,-16,-17,61,-7,7,-1,-17,13,-5,-18,37,-16,-19,18,-20,11,-18,-6,47,55,62
-6,28,-20,-17,-14,140,253,-7,-8,32,8,21,-19,12,-7,-19,53,-16,8,-10,-8,54,4,-18,-18,236,15,3,43,-14,27,-10,-14,291,94,-6,-18,5,220,-8
25,21,-17,2342,-20,-4,-7,-15,4,-16,16,-17,-14,7,-1,-18,-17,-18,65,39,202,-15,-19,33,1,-11,-10,46,-9,11,-9,4,-4,20,-7,14,2352,19,1,5
-20,-12,83,-4,-16,87,-12,25,-18,23,65,121,-1,-8,-16,-12,-17,-15,10,54,-10,-2,61,-16,-20,-15,62,-13,0,2343,4,50,22,2,2,77,-13,-4,-19,80
-4,-15,-16,-17,60,174,-7,112,0,34,29,-8,-15,-19,-16,-14,-19,32,-9,-16,1,-15,63,-11,-11,108,35,9,6,21,-13,17,64,-14,4,352,-20,-13,-5,-4
14,-19,-17,14,70,76,0,-10,5,13,-18,-16,-20,28,-20,21,49,-16,82,-15,522,19,31,20,2,5,-12,2,-10,-18,67,-3,-14,17,60,1,-1,1,44,-15
0,44,44,27,-9,7,85,13,-14,140,-15,20,67,17,-20,-9,41,16,-19,9,-19,-12,1,59,28,90,2,42,-19,-16,0,-17,-20,-19,-9,143,-8,81,-10,95
-7,-17,-4,-4,-17,112,15,-9,-19,-20,68,-9,3,3,27,25,4,-6,-20,-3,-18,41,13,19,-4,-15,-18,41,13,-20,2358,-13,-19,-14,106,2,28,46,-5,47
-17,-1,-18,15,-18,295,-10,38,-12,-12,25,22,-11,33,109,-16,-19,11,-10,-9,-3,-1,2,-19,-16,270,71,9,-9,53,-12,8,63,-16,-20,-18,-20,3,-16,13
-8,-11,-17,0,-17,-6,87,-10,-16,132,4,11,-18,-12,13,-20,53,22,-11,16,16,-20,8,-9,-9,54,-6,0,-11,121,25,-11,50,-18,-17,27,-17,6,383,89
2,-16,-7,-17,-6,106,138,-16,-17,16,7,8,-13,1,244,14,-7,-15,-17,-5,-17,-8,0,-14,27,-8,139,-6,-14,186,72,-7,-18,-19,31,98,-20,130,-17,27
-5,-8,-1,12,-11,27,-8,-20,68,27,44,27,89,-4,-13,0,0,-12,55,144,64,-16,-13,3,-1,-17,54,-11,6,-19,5,-18,-14,-17,58,35,-12,-19,-15,25
-17,-11,-19,-10,27,30,3,-16,-20,-10,-7,40,-15,-9,25,41,-20,-3,-11,-1,32,-19,139,4,-9,-8,107,2,6,17,14,24,53,495,-14,0,-20,-19,98,25
16,2345,7,-7,-16,25,61,-18,1,94,3,90,-19,52,19,-18,-14,26,-1,-14,-10,64,-12,-15,-7,-2,11,-18,3,133,-10,-18,31,-17,-15,-17,-14,17,197,17
-16,-14,-18,-20,24,-12,44,27,-14,10,8,-7,142,28,14,3,-20,-1,-20,3,-18,-20,-17,-6,-20,-2,-17,32,21,27,10,-20,-5,-14,-15,-11,-13,-11,8,56
-14,-13,56,-13,27,1,-11,54,-19,19,-9,-11,-14,0,11,-15,-11,162,-17,-5,80,-17,-4,-18,-16,-20,-17,-16,-2,101,-2,3,-4,133,-3,38,-18,-10,23,5
27,-12,-9,-19,17,29,-11,1,-9,9,84,-19,21,74,7,-16,-14,3,-5,10,67,-18,33,-14,43,12,145,-15,-14,71,36,-2,79,198,8,3,17,39,39,19
-5,-14,-17,-5,-20,18,145,-11,-19,9,78,-16,-19,-12,1,29,-10,0,-17,9,-8,81,27,-13,-17,2349,3,-3,43,-17,18,-8,113,-13,164,99,-19,0,-17,15
0,-12,-19,22,0,7,-14,-10,-18,-5,40,107,100,-15,-18,10,40,-20,-18,-20,-19,-8,12,-19,-10,5,51,-4,16,3,-5,16,175,531,-17,-9,-19,1,-18,-10
100,38,-14,-16,-19,-19,62,-6,-6,-10,51,327,-3,-9,-7,-20,-12,21,-7,2,20,21,14,5,-18,-17,35,-7,-9,759,2357,-11,6,-13,-20,-10,74,6,11,-10
-16,-18,-18,24,-13,32,-15,35,2340,15,125,19,-19,30,6,66,29,-20,30,-11,-20,-8,12,-14,4,52,40,-12,-15,-16,-15,-16,-3,-20,56,-19,-10,38,-19,-19
-18,-13,46,49,182,-16,88,38,7,14,21,51,23,-9,13,18,-8,1,2345,-19,70,-4,-10,0,-14,-17,24,-20,118,-17,0,57,3,-5,142,4,-9,-15,21,23
2341,-19,-5,17,21,21,-14,59,-17,-17,-12,341,-19,7,-3,-5,27,2346,-11,99,-18,-18,-3,46,46,7,-17,43,59,-5,52,-11,-15,-2,-5,63,-14,-8,-18,21
-3,-15,-10,97,-20,105,-3,179,-9,-8,74,47,-5,0,1,13,-17,2351,-15,-15,-13,28,-3,19,-4,84,52,-19,24,-9,11,6,-14,236,20,9,-20,-13,-14,-19
6,-20,-20,19,24,149,-15,4,-11,23,-16,10,-17,-11,1,-4,-2,-3,22,34,-14,151,25,-15,-19,65,-20,2343,-20,286,0,-13,-10,50,30,-13,-6,29,-18,-12
-8,-14,22,38,-4,33,35,54,57,-19,-2,158,0,40,-6,2,55,-16,40,-8,-17,44,-19,-10,4,-17,5,-20,3,183,44,-10,-14,-5,13,12,-4,-6,-9,61
-10,20,136,19,-8,-19,-13,28,-19,-15,-15,19,25,-3,22,-15,-17,0,-8,0,-7,1,219,-14,-14,27,-18,-19,41,85,31,77,-17,38,47,-18,38,11,-20,35
-9,-20,-7,46,-19,65,7,-17,-8,-17,190,-8,4,9,-9,-1,452,31,-4,-3,-18,27,58,-9,0,124,-8,5,89,6,38,72,55,5,175,-16,-15,13,15,-17
4,-1,-20,-20,14,135,-14,368,-4,-15,-18,80,-18,-16,21,17,-2,-16,-12,29,-19,100,-4,-17,-5,-16,37,-2,-16,38,51,51,266,287,15,-2,-15,54,-14,78
28,-20,-3,-1,-12,117,-13,11,-8,-15,0,-18,-14,-19,8,16,22,-17,-18,2,-8,1,-14,-14,-15,-19,-6,-20,-11,-9,-6,-18,32,-7,-10,424,-18,13,-3,34
-9,17,-6,36,-4,202,50,-19,2,-17,-17,4,-20,-20,-16,-2,-8,-18,-1,-19,1,31,-8,-20,-12,92,-5,-20,73,-18,30,93,4,-19,126,0,17,1,20,238
-13,-8,7,-6,-18,72,16,29,-20,-19,2346,-6,-17,0,-2,-12,3,-17,15,346,-18,90,-20,-17,-9,17,38,25,44,32,45,22,38,386,313,-6,-3,-8,-16,-18
2,-18,206,-18,-20,100,13,-11,-16,14,14,-8,3,4,18,-11,-9,-16,8,-14,15,-19,-3,2,-11,-8,125,1,20,-8,64,-13,-10,-11,192,-17,-16,-15,-20,-4
-5,184,202,-13,1,-11,21,42,11,-15,6,-12,195,66,12,110,12,-16,15,-13,94,26,-14,-16,94,13,-8,-14,10,6,47,-18,1,23,31,-14,-4,5,-9,47
6,13,160,5,9,-10,112,33,-8,-8,52,-20,-18,-12,47,18,-16,19,12,53,47,-12,20,-18,65,-8,-2,-4,15,45,57,-13,-18,42,5,17,51,45,38,-14
-16,-20,200,60,3,222,10,408,-17,-17,-11,6,-14,53,75,-9,18,-5,-18,235,-20,-18,-15,50,-19,-17,-5,11,55,-3,33,-19,1,-15,10,-6,53,-11,13,57
120,-16,141,38,8,87,54,163,-19,27,-13,2341,-17,-1,-16,11,-20,-19,7,-19,1,-15,-14,-13,125,2340,-3,-15,30,18,36,-6,172,-19,32,-20,1,-19,41,-15
6,-4,308,91,-9,27,-6,-19,11,-11,24,3,-16,-18,-14,-11,-8,-18,-11,-4,-11,-19,-20,-20,-3,8,6,-20,-20,-7,-7,-20,-11,-4,-9,-13,38,-13,75,8
9,-3,-15,9,-4,-16,3,-8,-20,-1,-7,-12,29,-13,48,59,-13,14,17,31,6,-4,188,-15,-19,40,99,-7,42,-20,-8,-20,-9,83,-16,-12,-9,-13,-12,38
-19,43,-11,-14,-15,80,2343,-16,-3,19,-5,-20,45,3,62,-4,-19,-5,23,-1,6,-16,-1,-9,39,-10,-9,-20,-13,-12,180,-16,1,10,111,-17,224,156,-6,133
8,-10,127,-20,-10,374,-12,-7,-17,-16,19,2,-11,-14,79,-15,-13,-11,-20,2,-13,8,-16,7,13,-6,15,22,-2,-17,8,43,-6,-20,-8,-10,-15,-7,54,34
-10,29,94,58,-4,-2,29,-18,-3,-2,-11,-10,-17,48,86,-14,4,27,3,2342,18,146,-14,122,73,5,-5,-8,2344,-14,-12,-16,-15,54,-3,6,58,15,-12,6
-19,67,211,46,-13,83,223,12,-10,-5,-18,26,-4,10,121,-20,-12,-19,25,-12,20,-2,-18,-16,-6,-20,2,-11,-4,0,-1,16,17,2344,-17,-6,41,-2,-18,38
126,-15,52,-3,-17,79,2340,-9,-18,13,3,-17,-18,75,-12,2350,71,-20,2,204,6,19,5,-16,126,19,27,32,-13,14,67,-18,-17,-5,28,-4,-13,20,23,69
-14,-15,49,2347,-2,22,-6,100,29,116,-14,65,23,45,-3,13,-3,5,-20,-14,34,97,105,-11,15,40,52,-19,-7,-14,-20,36,-19,105,-1,-12,47,-14,-19,-12
16,-15,133,8,-18,46,-15,19,-20,15,25,-19,76,47,40,77,-17,19,-16,-10,100,15,-3,143,35,10,5,-4,-14,70,17,9,-15,-19,3,420,-15,-5,-9,-14
30,24,-2,-17,-13,-17,-18,-20,-10,2,-17,-4,12,-10,-6,30,-20,27,-17,10,-18,-6,4,-17,-20,0,9,18,4,-19,-6,15,-18,18,1,60,143,-18,-11,-9
-16,27,-20,-7,-6,-12,0,39,-17,-12,2341,58,8,18,-19,5,-19,-15,25,-20,-15,128,6,19,-4,0,43,-19,2,74,2358,2349,-12,-16,52,-11,81,-6,88,160
-2,-18,204,17,-12,-16,-17,-18,7,-19,25,-13,-4,-16,-13,9,-5,32,816,-18,-17,123,-18,-8,-7,-14,35,90,-13,6,-7,-19,28,-18,-20,-3,-8,500,-2,32
53,-12,92,6,-13,154,-19,6,-18,-17,9,-20,15,-9,-10,-5,90,164,34,-8,-14,-19,-13,3,-5,30,4,2343,-16,38,31,164,27,98,104,20,-18,-16,-17,43
-9,-19,2,-10,25,229,14,-11,-19,-14,-15,8,-4,25,-19,-7,-12,-8,-19,5,-17,-19,10,-16,-1,-13,45,-14,10,2343,8,-2,68,10,-8,-8,136,-4,-13,149
39,-19,75,2341,-14,44,7,96,-10,48,-2,-1,10,19,8,33,-3,38,-20,-6,-6,-2,24,14,-20,41,2345,-16,-5,-5,66,-19,15,-4,105,27,24,33,-17,123
-6,-12,82,-20,-17,94,1,-11,-15,16,-9,7,6,14,-5,-10,-13,63,13,79,-1,-15,9,-16,-18,2,-10,49,6,-16,60,-10,-14,4,7,-16,-18,13,-20,58
-20,-13,1,58,-12,56,-18,-8,20,29,-11,6,5,-14,-19,41,220,1,-12,73,-13,-16,31,-10,2,7,10,-18,0,12,303,-10,-5,9,49,-16,-18,46,-20,162
38,11,163,-5,0,-5,-15,-3,1,-2,16,26,4,8,-16,-14,-18,-19,-8,88,152,-20,30,-6,-7,181,-9,5,158,-11,68,-15,-2,11,-2,-15,-12,18,-2,-5
29,-18,183,40,-12,-13,11,-6,238,-18,-15,-16,102,-12,15,60,11,25,107,16,-19,-16,-19,-20,-15,10,2359,62,56,-8,36,0,-11,92,6,441,-15,1,-10,21
56,-9,292,34,46,-13,124,-17,3,51,0,-4,-17,41,-10,59,205,-16,-3,49,6,-17,-13,-7,0,-5,-5,2359,-10,-8,51,18,-15,54,-2,5,-5,-13,245,-17
6,33,46,-14,5,-9,-16,-19,27,-5,-1,-9,3,-13,61,7,-17,25,-18,-17,-12,-11,-17,-11,-15,21,-1,-10,-18,786,-5,35,63,98,-18,352,190,11,180,-18
22,83,229,53,-5,-15,-15,-17,-4,159,-18,-1,77,-18,-11,-13,3,-13,83,-20,103,69,-19,-18,-20,-11,-5,-2,28,28,-16,28,10,-12,-15,-2,1,97,-7,-19
10,59,51,-17,94,-9,-19,-18,-1,199,-20,27,-8,-8,-11,24,-18,33,-10,2,-18,8,-13,-17,-19,-15,12,2344,659,8,21,60,-3,-15,35,19,-12,-9,-13,138
-18,-6,140,-19,-11,-19,353,14,-20,-14,-8,-17,2344,25,-8,20,16,21,57,-20,-16,-6,3,-19,-3,118,-16,1,9,8,-12,-14,12,-3,-15,36,-9,-15,-13,-20
8,-17,100,87,-12,157,127,41,0,4,-2,-6,-17,67,-8,4,501,43,6,56,-20,4,9,87,-11,1,-5,-15,-7,3,170,11,-15,-6,-4,-8,-8,-17,7,-9
2,16,131,101,-12,16,-17,-17,-19,16,10,40,-10,-20,-19,-9,-16,14,114,79,-11,-14,37,6,-13,-16,32,-18,140,20,47,29,2,89,-10,-12,-13,4,-5,4
7,32,67,-13,7,-10,-13,-2,-13,0,-20,-17,11,-16,-4,81,-7,-10,-11,49,15,-1,-13,9,-6,147,15,-14,-14,22,-15,161,50,-11,19,-9,-11,4,102,68
-4,2347,111,-8,25,37,269,22,-2,31,-17,14,5,31,-17,12,6,-15,-12,-15,-11,-14,69,-12,-6,-12,21,17,24,-8,-17,258,-13,-19,37,129,-13,-8,-15,-20
29,-18,75,5,1,15,1,28,-10,-8,-17,-8,8,341,-10,-18,44,30,17,-13,27,-17,40,257,1,-14,-4,-6,13,33,-4,22,-17,0,-13,-17,49,12,132,-10
6,34,13,19,-9,21,-3,2,15,80,36,9,4,-1,40,15,-20,2345,48,21,83,-10,-5,6,-17,-2,5,2340,148,-15,-14,-2,25,-18,-16,101,-14,-10,-11,-10
-17,-18,-20,45,-4,-9,125,-19,-10,124,-10,-2,55,-16,-20,76,21,-16,-20,6,11,12,79,-16,-19,-17,-14,-11,-12,-14,-17,-14,-1,13,164,-13,34,-9,-16,-10
17,4,34,171,-11,1,-9,29,-20,-2,-18,32,-3,-8,-12,0,-19,-19,185,-11,-11,6,-12,3,-3,-19,16,-7,52,-5,-5,-12,21,66,31,40,10,-6,-19,-20
-16,-8,38,56,-5,27,-3,-11,-20,-12,11,-5,8,-6,-15,3,-20,-8,-4,111,146,2349,-15,2343,8,-7,16,-18,8,27,31,-20,-9,-7,11,2351,92,-18,-18,3
-6,-20,-3,-14,5,-16,-18,2,-12,67,2350,-9,2,-17,6,17,-6,-8,60,-6,-18,49,47,6,7,-18,-7,30,72,-11,54,-13,-5,31,16,26,-16,-20,-3,-18
-2,-7,-12,38,8,54,3,-11,59,-16,-17,113,-6,-18,38,-7,-12,-17,-12,-16,202,-17,-19,-16,-14,-7,-8,-17,31,45,-12,2,5,-14,38,83,6,-1,43,-9
142,23,46,-17,5,287,-3,105,142,-18,8,79,29,29,-15,-15,34,-16,32,-4,-19,29,78,-18,-8,382,-16,-15,-5,-17,7,-9,-20,-20,-14,43,4,18,-20,-3
36,-17,2350,-13,-17,73,36,-13,-15,-1,0,124,8,-8,-15,-1,5,-13,-12,221,213,2,-14,-15,-4,-18,-11,-11,-15,36,-11,-12,-15,124,23,-15,18,3,-17,23
19,5,43,-14,-7,-14,67,-3,172,-18,8,2347,16,-11,12,7,80,-12,-8,28,13,28,-17,150,-20,-14,51,-7,-14,53,0,-19,9,57,-17,-10,2,112,592,45
33,-2,-1,-11,2347,-18,-9,-16,-13,-3,-1,45,16,-19,63,-12,5,-14,2345,-18,23,-10,-13,152,188,16,115,7,-18,-18,2341,47,-20,-14,36,-17,-3,-11,-16,-10
45,-18,-7,-19,0,-1,-9,-18,5,-18,-13,-20,8,-11,-14,107,16,-10,12,2,127,-1,56,22,28,42,16,55,-9,212,41,-14,-16,0,-20,185,3,44,-14,42
-6,-7,7,-10,-10,-4,60,-11,-11,-16,-5,-1,72,-20,-8,-20,15,-6,-17,-3,66,129,11,135,-18,-1,-20,-13,-20,-20,6,-11,-19,-20,11,17,-18,11,0,-20
26,-18,136,-9,5,61,-3,-19,13,-4,-19,40,-12,-12,-17,-12,-15,-17,27,-13,-3,11,-14,-16,-17,-13,-19,-7,92,-11,0,-18,19,117,16,-14,-13,61,9,85
2,40,22,-19,17,35,-6,-14,-10,11,-9,-19,9,-12,16,0,7,-18,-17,-16,2,10,-19,75,0,-17,13,-6,88,436,332,-11,15,22,-11,-5,27,1,-1,46
-11,-11,-13,-10,9,-6,6,-13,-12,-4,-15,-3,-6,-15,-5,31,-15,2345,9,60,12,-14,-20,9,-15,2,11,-3,41,120,146,75,6,15,18,-15,14,-6,317,132
29,115,-13,-9,-13,136,138,-19,-7,-14,46,1,-11,7,-19,2342,-5,-5,12,-10,63,-20,-15,-13,-10,29,26,-13,-15,90,-8,-18,-18,28,-11,45,-18,-2,1,-2
-19,6,-14,-14,-12,1,-16,15,-16,31,6,-17,-14,-18,-14,34,45,-13,7,-19,-13,-4,-18,12,-14,-3,9,9,408,0,50,-18,-16,3,35,16,78,-10,-1,34
-9,-14,86,-15,-3,2,62,49,-15,10,-15,-10,-18,-14,23,-2,28,-9,55,-20,-7,-19,-4,31,-12,2345,5,-3,-19,53,50,-10,-4,-17,6,-4,2340,-20,31,38
45,135,-6,-12,-2,-12,-14,-16,-20,17,-20,9,31,-13,-18,169,-16,2343,-12,91,-20,-10,-14,13,0,71,-19,189,-20,30,7,34,50,-6,11,-10,41,-11,-5,-16
-2,-18,204,24,-11,-5,-14,-16,-4,4,-4,8,-9,24,-13,3,-5,-18,-18,41,-7,-13,16,-12,-18,-15,15,9,18,-14,-18,-18,99,45,-19,-4,13,51,-14,11
